,Original.ID,Sample.ID,Density,ASVOTU,Norm,Depth,Location,Season,Pielou,Shannon,Chao1,Euclidean,Aitchinson
1247,16,sample-302,Low,OTU,Rarefaction,ten,Facility 1,Fall,0.24987321,1.0102502,66,5023.8463,16.84639111
1248,18,sample-307,Low,OTU,Rarefaction,ten,Facility 1,Fall,0.382190273,1.181366359,22,8030.73651,20.43141432
1249,20,sample-31,Low,OTU,Rarefaction,ten,Facility 2,Fall,0.366320668,1.418100941,48,3943.691541,19.77322428
1250,19,sample-310,Low,OTU,Rarefaction,ten,Facility 1,Fall,0.265724955,0.719596519,15,7605.295189,13.93429944
1251,22,sample-317,Low,OTU,Rarefaction,ten,Facility 1,Fall,0.50844546,1.656564391,26,2645.795792,18.94018666
1252,24,sample-320,Low,OTU,Rarefaction,ten,Facility 1,Fall,0.227651477,0.871595869,48.8,6479.891487,13.75854511
1253,24,sample-322,Low,OTU,Rarefaction,ten,Facility 1,Winter,0.232475723,0.819793212,35,8011.47798,12.49896529
1254,25,sample-323,Low,OTU,Rarefaction,ten,Facility 1,Fall,0.256858865,0.499824272,7,7129.83427,8.956717476
1255,26,sample-326,Low,OTU,Rarefaction,ten,Facility 1,Fall,0.286464516,0.794248286,16,5549.194005,11.91515263
1256,26,sample-327,Low,OTU,Rarefaction,ten,Facility 1,Spring,0.215209139,0.495537356,10.33333333,9102.817036,8.499675887
1257,20,sample-33,Low,OTU,Rarefaction,ten,Facility 2,Winter,0.064767276,0.155305145,11,3226.887618,10.41272494
1258,33,sample-343,Low,OTU,Rarefaction,ten,Facility 1,Fall,0.67923704,2.354056197,33,4644.310919,23.14367172
1259,33,sample-344,Low,OTU,Rarefaction,ten,Facility 1,Spring,0.667973457,1.29981633,7,7435.373276,13.5574021
1260,37,sample-352,Low,OTU,Rarefaction,ten,Facility 1,Fall,0.607968677,2.125767078,33.5,5149.703146,22.57186363
1261,37,sample-353,Low,OTU,Rarefaction,ten,Facility 1,Winter,0.273817538,0.656585781,11,10626.76923,15.04162764
1262,38,sample-354,Low,OTU,Rarefaction,ten,Facility 1,Fall,0.315070639,1.250922409,55.625,3492.81764,15.99052732
1263,40,sample-363,Low,OTU,Rarefaction,ten,Facility 1,Winter,0.233271683,0.829362025,36,1808.482078,11.16495111
1264,44,sample-373,Low,OTU,Rarefaction,ten,Facility 1,Fall,0.402953371,1.568222108,49.6,4567.394367,16.3405171
1265,45,sample-375,Low,OTU,Rarefaction,ten,Facility 1,Fall,0.120755063,0.3786268,23,8654.41087,12.95350462
1266,45,sample-376,Low,OTU,Rarefaction,ten,Facility 1,Spring,0.058275426,0.161573789,17.5,11230.35682,11.43050295
1267,47,sample-383,Low,OTU,Rarefaction,ten,Facility 1,Winter,0.558284256,2.717467848,134.5,3901.31199,26.78106499
1268,49,sample-387,Low,OTU,Rarefaction,ten,Facility 1,Fall,0.500660454,2.127053558,70.33333333,1928.792663,24.08619197
1269,50,sample-393,Low,OTU,Rarefaction,ten,Facility 1,Fall,0.540346209,2.032350224,48,5263.126213,22.32619125
1270,50,sample-394,Low,OTU,Rarefaction,ten,Facility 1,Spring,0.530773486,2.15517549,61,3366.346046,23.21077141
1271,51,sample-396,Low,OTU,Rarefaction,ten,Facility 1,Fall,0.11689998,0.331202582,17.33333333,6251.896809,9.286064014
1272,7,sample-402,Low,OTU,Rarefaction,ten,Facility 1,Fall,0.339503676,1.406609468,63.42857143,5535.5905,18.92826718
1273,7,sample-403,Low,OTU,Rarefaction,ten,Facility 1,Winter,0.382068432,1.45440557,45,5659.980062,18.50430182
1274,E1,sample-409,Low,OTU,Rarefaction,ten,Facility 1,Spring,0.48165673,1.776773615,40.16666667,6147.463399,18.92713521
1275,E10,sample-410,Low,OTU,Rarefaction,ten,Facility 1,Spring,0.048849941,0.14119449,23,11219.86126,10.05062704
1276,E11,sample-411,Low,OTU,Rarefaction,ten,Facility 1,Spring,0.029558073,0.064945724,15,11353.73364,11.57808958
1277,31A,sample-445,Low,OTU,Rarefaction,ten,Facility 2,Summer,0.259715976,1.031148241,53.16666667,2733.543459,17.11850211
1278,32A,sample-446,Low,OTU,Rarefaction,ten,Facility 2,Summer,0.190133725,0.790743934,69,3164.75271,14.10055886
1279,26,sample-45,Low,OTU,Rarefaction,ten,Facility 2,Winter,0.540170271,2.123855318,51.5,1870.882216,23.49384572
1280,4A,sample-450,Low,OTU,Rarefaction,ten,Facility 2,Summer,0.293663694,0.988852533,29,6243.209732,12.47283305
1281,1,sample-457,Low,OTU,Rarefaction,ten,Facility 3,Summer,0.656918031,2.711188994,62.5,6878.72525,26.3619336
1282,25,sample-468,Low,OTU,Rarefaction,ten,Facility 3,Summer,0.193917059,0.724797899,43,8762.487339,11.64294846
1283,41,sample-478,Low,OTU,Rarefaction,ten,Facility 3,Summer,0.139297237,0.417297228,20,3551.574252,10.37102874
1284,27,sample-48,Low,OTU,Rarefaction,ten,Facility 2,Winter,0.059507313,0.19154665,25.5,3196.246122,10.94480852
1285,28,sample-49,Low,OTU,Rarefaction,ten,Facility 2,Fall,0.395972169,1.759166253,87.5,3719.327918,22.52460756
1286,10,sample-5,Low,OTU,Rarefaction,ten,Facility 2,Winter,0.672973464,1.865878636,16,7626.684749,20.53159787
1287,28,sample-51,Low,OTU,Rarefaction,ten,Facility 2,Winter,0.587178485,2.655096968,97.25,3715.01601,26.14395417
1288,50,sample-511,Low,OTU,Rarefaction,ten,Facility 1,Summer,0.296060923,0.838803758,17,9498.623078,17.63413276
1289,29,sample-53,Low,OTU,Rarefaction,ten,Facility 2,Winter,0.254009419,0.930579165,39.2,1728.388891,16.52029056
1290,3,sample-55,Low,OTU,Rarefaction,ten,Facility 2,Spring,0.552411666,1.799810537,27,2152.143941,18.9490024
1291,33,sample-66,Low,OTU,Rarefaction,ten,Facility 2,Fall,0.430215023,1.768559694,62.11111111,7044.797928,24.68614813
1292,4,sample-69,Low,OTU,Rarefaction,ten,Facility 2,Fall,0.535639714,2.165618826,60.75,4794.664706,22.74747442
1293,5,sample-72,Low,OTU,Rarefaction,ten,Facility 2,Fall,0.511498495,2.127262439,64,5571.587971,24.64090022
1294,6,sample-75,Low,OTU,Rarefaction,ten,Facility 2,Fall,0.165596169,0.533033504,25,9540.505884,16.39528123
1295,7,sample-77,Low,OTU,Rarefaction,ten,Facility 2,Spring,0.435974748,1.550041976,36.5,1435.500141,19.16383676
1296,E10,sample-84,Low,OTU,Rarefaction,ten,Facility 2,Spring,0.274624775,0.848876838,22,1677.446871,12.9898246
1297,E7,sample-90,Low,OTU,Rarefaction,ten,Facility 2,Spring,0.514444318,1.541137445,20,1376.757729,19.79046377
1298,E9,sample-92,Low,OTU,Rarefaction,ten,Facility 2,Spring,0.387990944,1.248894671,25,1308.594717,16.92102198
1299,E10,sample-95,Low,OTU,Rarefaction,ten,Facility 2,Winter,0.386258265,0.959815731,12,1508.646312,13.71522757
1300,E10,sample-96,Low,OTU,Rarefaction,ten,Facility 3,Fall,0.539811566,1.934424972,36.2,6207.196421,24.9259051
1301,E1,sample-103,Low,OTU,Rarefaction,thirty,Facility 2,Fall,0.181516548,0.720673682,53.5,17294.20006,20.94688462
1302,E4,sample-120,Low,OTU,Rarefaction,thirty,Facility 3,Winter,0.348900125,1.209195691,32,4460.952711,20.78878583
1303,E4,sample-121,Low,OTU,Rarefaction,thirty,Facility 1,Fall,0.658040033,2.636985662,55.5,12865.58298,31.51846737
1304,E5,sample-123,Low,OTU,Rarefaction,thirty,Facility 2,Fall,0.442291675,1.832474,63.25,10326.27305,27.8981057
1305,E7,sample-133,Low,OTU,Rarefaction,thirty,Facility 2,Fall,0.48880409,1.95880085,55,9096.044982,29.7932452
1306,E8,sample-142,Low,OTU,Rarefaction,thirty,Facility 1,Winter,0.383181608,1.756875209,98,25729.17965,31.69634197
1307,15,sample-15,Low,OTU,Rarefaction,thirty,Facility 2,Winter,0.213506584,0.563456116,14,6869.274895,14.03932914
1308,1,sample-151,Low,OTU,Rarefaction,thirty,Facility 3,Spring,0.388567211,1.250749603,25,28424.95085,23.69710562
1309,20,sample-176,Low,OTU,Rarefaction,thirty,Facility 3,Winter,0.331191703,1.103598486,28,4652.50781,20.3260201
1310,21,sample-178,Low,OTU,Rarefaction,thirty,Facility 3,Spring,0.150108586,0.515470963,31,7530.192268,16.34802007
1311,23,sample-183,Low,OTU,Rarefaction,thirty,Facility 3,Spring,0.497877659,1.56109252,23,18378.29054,21.05477692
1312,27,sample-191,Low,OTU,Rarefaction,thirty,Facility 3,Fall,0.367032466,0.880105414,11,22345.35199,19.72134604
1313,30,sample-199,Low,OTU,Rarefaction,thirty,Facility 3,Winter,0.57360457,1.320773333,10,18063.25947,17.19211786
1314,31,sample-200,Low,OTU,Rarefaction,thirty,Facility 3,Fall,0.419418937,1.45359527,35,19284.96065,22.34367146
1315,31,sample-201,Low,OTU,Rarefaction,thirty,Facility 3,Winter,0.175418872,0.534066692,21,7221.23789,13.60208806
1316,32,sample-202,Low,OTU,Rarefaction,thirty,Facility 3,Fall,0.213743873,0.578829138,15.5,16857.94409,14.98789005
1317,33,sample-206,Low,OTU,Rarefaction,thirty,Facility 3,Winter,0.475895013,1.348312101,17,24048.497,21.24443727
1318,35,sample-208,Low,OTU,Rarefaction,thirty,Facility 3,Fall,0.287954616,1.083054935,44.5,17000.89212,20.63390348
1319,36,sample-209,Low,OTU,Rarefaction,thirty,Facility 3,Fall,0.468089531,1.525080879,26,9727.49928,21.68770456
1320,36,sample-210,Low,OTU,Rarefaction,thirty,Facility 3,Winter,0.237719447,0.659098258,16,6720.344918,15.35049954
1321,37,sample-211,Low,OTU,Rarefaction,thirty,Facility 3,Fall,0.437549441,1.56796671,37,13890.08577,23.09022807
1322,38,sample-214,Low,OTU,Rarefaction,thirty,Facility 3,Spring,0.299819913,1.029577746,34,4771.044987,18.98183951
1323,39,sample-216,Low,OTU,Rarefaction,thirty,Facility 3,Fall,0.69433048,1.598755013,10,16214.16339,20.52143419
1324,39,sample-217,Low,OTU,Rarefaction,thirty,Facility 3,Spring,0.190136554,0.681357942,36,6978.876967,21.34871121
1325,39,sample-218,Low,OTU,Rarefaction,thirty,Facility 3,Winter,0.089111161,0.2470686,16,9006.809744,12.66232207
1326,18,sample-22,Low,OTU,Rarefaction,thirty,Facility 2,Fall,0.186891547,0.601580682,25,22540.69006,13.79132154
1327,41,sample-225,Low,OTU,Rarefaction,thirty,Facility 3,Fall,0.037843287,0.067806068,6,31152.72225,16.39716413
1328,41,sample-226,Low,OTU,Rarefaction,thirty,Facility 3,Spring,0.109722286,0.339156243,22,8625.970439,15.72289321
1329,41,sample-227,Low,OTU,Rarefaction,thirty,Facility 3,Winter,0.114610286,0.393570255,31,8230.700181,15.04577222
1330,42,sample-229,Low,OTU,Rarefaction,thirty,Facility 3,Spring,0.097368907,0.213941357,9,9171.645249,11.11076829
1331,44,sample-234,Low,OTU,Rarefaction,thirty,Facility 3,Fall,0.094444326,0.378469882,55.6,29355.06647,19.66551204
1332,47,sample-242,Low,OTU,Rarefaction,thirty,Facility 3,Fall,0.297282021,0.842263389,17,22763.69364,17.78753467
1333,51,sample-254,Low,OTU,Rarefaction,thirty,Facility 3,Fall,0.319268396,1.040207257,26,13478.53156,19.75975516
1334,51,sample-255,Low,OTU,Rarefaction,thirty,Facility 3,Spring,0.314616822,1.127435338,36,4937.98769,21.58442317
1335,6,sample-260,Low,OTU,Rarefaction,thirty,Facility 3,Fall,0.509466604,1.639909735,25,18159.72327,22.76589668
1336,6,sample-262,Low,OTU,Rarefaction,thirty,Facility 3,Winter,0.377947376,1.430224542,44,6608.267588,22.82334195
1337,E20,sample-277,Low,OTU,Rarefaction,thirty,Facility 3,Spring,0.304750115,1.046507994,31,3744.065201,17.72914217
1338,E21,sample-278,Low,OTU,Rarefaction,thirty,Facility 3,Spring,0.349265142,1.151120931,27,5166.396111,22.29116721
1339,E23,sample-279,Low,OTU,Rarefaction,thirty,Facility 3,Spring,0.183637057,0.690695719,43,6906.203984,20.67231914
1340,2,sample-28,Low,OTU,Rarefaction,thirty,Facility 2,Fall,0.4020805,1.451879681,37.5,19605.14701,21.81770764
1341,2,sample-29,Low,OTU,Rarefaction,thirty,Facility 2,Spring,0.218439913,0.665045218,21,6610.732671,18.60090708
1342,12,sample-293,Low,OTU,Rarefaction,thirty,Facility 1,Winter,0.482202126,1.886385812,50,5504.95343,27.34815777
1343,13,sample-296,Low,OTU,Rarefaction,thirty,Facility 1,Winter,0.602326854,2.306093526,47,16486.15843,28.75962636
1344,14,sample-298,Low,OTU,Rarefaction,thirty,Facility 1,Spring,0.13135291,0.346647859,14,34082.71353,15.86764281
1345,2,sample-30,Low,OTU,Rarefaction,thirty,Facility 2,Winter,0.694226495,2.657944299,46,14779.33918,31.4807161
1346,15,sample-301,Low,OTU,Rarefaction,thirty,Facility 1,Spring,0.506359754,2.18620222,75.5,17242.05354,29.5069855
1347,16,sample-302,Low,OTU,Rarefaction,thirty,Facility 1,Fall,0.246287504,1.004246518,65,14960.59314,22.58277889
1348,18,sample-307,Low,OTU,Rarefaction,thirty,Facility 1,Fall,0.379338194,1.189412712,23,24098.71746,24.96986012
1349,20,sample-31,Low,OTU,Rarefaction,thirty,Facility 2,Fall,0.354276869,1.399834254,52.5,11942.27411,25.68370802
1350,19,sample-310,Low,OTU,Rarefaction,thirty,Facility 1,Fall,0.265544744,0.719108497,15,22808.07355,17.37446151
1351,22,sample-317,Low,OTU,Rarefaction,thirty,Facility 1,Fall,0.506846546,1.651354978,27,7856.131235,23.56925247
1352,24,sample-320,Low,OTU,Rarefaction,thirty,Facility 1,Fall,0.217826897,0.856457375,51.2,19765.48724,18.20027626
1353,24,sample-322,Low,OTU,Rarefaction,thirty,Facility 1,Winter,0.223751287,0.825391525,40.75,24176.95644,17.08573337
1354,25,sample-323,Low,OTU,Rarefaction,thirty,Facility 1,Fall,0.237611483,0.494099188,8,21443.17825,10.78194749
1355,26,sample-326,Low,OTU,Rarefaction,thirty,Facility 1,Fall,0.280609349,0.795026152,17,16552.94782,15.40801714
1356,26,sample-327,Low,OTU,Rarefaction,thirty,Facility 1,Spring,0.211564897,0.487146178,10,27542.80674,10.73075824
1357,20,sample-33,Low,OTU,Rarefaction,thirty,Facility 2,Winter,0.065488737,0.157035132,11,9572.259309,13.79352407
1358,33,sample-343,Low,OTU,Rarefaction,thirty,Facility 1,Fall,0.667722741,2.354631114,34,13901.18134,28.24118275
1359,33,sample-344,Low,OTU,Rarefaction,thirty,Facility 1,Spring,0.673048117,1.309691162,7,22232.51535,16.03895692
1360,37,sample-352,Low,OTU,Rarefaction,thirty,Facility 1,Fall,0.603549296,2.110314678,33,15527.34323,27.43634202
1361,37,sample-353,Low,OTU,Rarefaction,thirty,Facility 1,Winter,0.264145712,0.656377437,12,31984.02519,18.40628247
1362,38,sample-354,Low,OTU,Rarefaction,thirty,Facility 1,Fall,0.307100703,1.225019803,54.42857143,10546.22615,21.15940442
1363,40,sample-363,Low,OTU,Rarefaction,thirty,Facility 1,Winter,0.224032989,0.814939301,38.5,5427.907333,15.07727693
1364,44,sample-373,Low,OTU,Rarefaction,thirty,Facility 1,Fall,0.38732873,1.559134356,56.2,13794.281,21.42910046
1365,45,sample-375,Low,OTU,Rarefaction,thirty,Facility 1,Fall,0.118776337,0.372422518,23,26053.49363,17.06507467
1366,45,sample-376,Low,OTU,Rarefaction,thirty,Facility 1,Spring,0.063741929,0.18768422,19,33593.18413,14.86551817
1367,47,sample-383,Low,OTU,Rarefaction,thirty,Facility 1,Winter,0.554207945,2.726692519,139,11601.24728,35.73936406
1368,49,sample-387,Low,OTU,Rarefaction,thirty,Facility 1,Fall,0.499268819,2.14209262,73.5,5722.211018,31.46681074
1369,50,sample-393,Low,OTU,Rarefaction,thirty,Facility 1,Fall,0.527166336,2.029668204,47.25,15821.04809,28.07900589
1370,50,sample-394,Low,OTU,Rarefaction,thirty,Facility 1,Spring,0.521355278,2.143225786,61,9813.811313,29.43381801
1371,51,sample-396,Low,OTU,Rarefaction,thirty,Facility 1,Fall,0.108618377,0.307739034,17,18905.20019,11.46983415
1372,7,sample-402,Low,OTU,Rarefaction,thirty,Facility 1,Fall,0.337136788,1.396803132,63,16731.56108,25.24485171
1373,7,sample-403,Low,OTU,Rarefaction,thirty,Facility 1,Winter,0.379154787,1.451647713,46,17518.02504,24.27005932
1374,E1,sample-409,Low,OTU,Rarefaction,thirty,Facility 1,Spring,0.48023122,1.771515082,40,18461.54191,24.07509645
1375,E10,sample-410,Low,OTU,Rarefaction,thirty,Facility 1,Spring,0.044450693,0.133162376,20.75,33716.70138,12.92208577
1376,E11,sample-411,Low,OTU,Rarefaction,thirty,Facility 1,Spring,0.029210907,0.067260599,10,34048.93036,14.38037835
1377,31A,sample-445,Low,OTU,Rarefaction,thirty,Facility 2,Summer,0.262917079,1.053596335,55,8121.429856,23.05262525
1378,32A,sample-446,Low,OTU,Rarefaction,thirty,Facility 2,Summer,0.185921279,0.795123235,77,9483.669543,19.86711107
1379,26,sample-45,Low,OTU,Rarefaction,thirty,Facility 2,Winter,0.539685329,2.111261423,50,5669.878079,29.65602174
1380,4A,sample-450,Low,OTU,Rarefaction,thirty,Facility 2,Summer,0.288316818,0.990076265,31,18687.02305,17.281248
1381,1,sample-457,Low,OTU,Rarefaction,thirty,Facility 3,Summer,0.650844402,2.696536044,63,20660.72825,32.2300406
1382,25,sample-468,Low,OTU,Rarefaction,thirty,Facility 3,Summer,0.18413583,0.6968049,44,26580.14907,15.94109113
1383,41,sample-478,Low,OTU,Rarefaction,thirty,Facility 3,Summer,0.139585973,0.431466169,22,10546.40583,14.20097828
1384,27,sample-48,Low,OTU,Rarefaction,thirty,Facility 2,Winter,0.057941952,0.198971921,32,9452.115132,15.24460372
1385,28,sample-49,Low,OTU,Rarefaction,thirty,Facility 2,Fall,0.384254031,1.711600903,86.25,11293.0271,29.51396862
1386,10,sample-5,Low,OTU,Rarefaction,thirty,Facility 2,Winter,0.670760953,1.859744253,16,23053.68585,24.47197936
1387,28,sample-51,Low,OTU,Rarefaction,thirty,Facility 2,Winter,0.582931941,2.66674515,97.5,11404.31855,33.75702217
1388,50,sample-511,Low,OTU,Rarefaction,thirty,Facility 1,Summer,0.288653566,0.817817136,17,28692.63534,21.14248826
1389,29,sample-53,Low,OTU,Rarefaction,thirty,Facility 2,Winter,0.254024531,0.930634529,39,5085.524,21.83496655
1390,3,sample-55,Low,OTU,Rarefaction,thirty,Facility 2,Spring,0.548149396,1.78592365,26,6353.246361,23.1384239
1391,33,sample-66,Low,OTU,Rarefaction,thirty,Facility 2,Fall,0.421892337,1.76758323,67.5,21158.24964,31.12550947
1392,4,sample-69,Low,OTU,Rarefaction,thirty,Facility 2,Fall,0.533450754,2.156768746,57,14432.48433,28.76820933
1393,5,sample-72,Low,OTU,Rarefaction,thirty,Facility 2,Fall,0.503328282,2.108771723,66.5,16746.41426,31.16202817
1394,6,sample-75,Low,OTU,Rarefaction,thirty,Facility 2,Fall,0.173512695,0.558515818,25,28483.42352,21.03261319
1395,7,sample-77,Low,OTU,Rarefaction,thirty,Facility 2,Spring,0.434948946,1.558647787,36,4342.09005,24.02279566
1396,E10,sample-84,Low,OTU,Rarefaction,thirty,Facility 2,Spring,0.266482149,0.823707637,22,5195.815448,16.71855583
1397,E7,sample-90,Low,OTU,Rarefaction,thirty,Facility 2,Spring,0.513852832,1.539365514,20,4073.020086,24.13357595
1398,E9,sample-92,Low,OTU,Rarefaction,thirty,Facility 2,Spring,0.382303277,1.273912705,29,3893.984903,21.42272034
1399,E10,sample-95,Low,OTU,Rarefaction,thirty,Facility 2,Winter,0.359971399,0.949985159,14,4508.048542,16.97385038
1400,E10,sample-96,Low,OTU,Rarefaction,thirty,Facility 3,Fall,0.535626682,1.948388204,38,18590.22787,31.02483114
1401,E1,sample-103,Low,OTU,Rarefaction,fifty,Facility 2,Fall,0.17738921,0.710857668,55,28864.96455,23.43250387
1402,E4,sample-120,Low,OTU,Rarefaction,fifty,Facility 3,Winter,0.348637888,1.197218046,31,7585.751426,22.92893972
1403,E4,sample-121,Low,OTU,Rarefaction,fifty,Facility 1,Fall,0.660530515,2.634845686,54.5,21573.82375,34.59370329
1404,E5,sample-123,Low,OTU,Rarefaction,fifty,Facility 2,Fall,0.444380333,1.84812585,64,17040.95009,31.14828347
1405,E7,sample-133,Low,OTU,Rarefaction,fifty,Facility 2,Fall,0.486560299,1.958576324,56,15134.84431,32.87026989
1406,E8,sample-142,Low,OTU,Rarefaction,fifty,Facility 1,Winter,0.381900364,1.758716171,101,43021.27745,35.50091674
1407,15,sample-15,Low,OTU,Rarefaction,fifty,Facility 2,Winter,0.216701725,0.571888277,14,11382.21691,15.60337488
1408,1,sample-151,Low,OTU,Rarefaction,fifty,Facility 3,Spring,0.380781263,1.240622114,26,47466.5596,25.65336406
1409,20,sample-176,Low,OTU,Rarefaction,fifty,Facility 3,Winter,0.332845185,1.109108226,28,7723.030815,22.64234188
1410,21,sample-178,Low,OTU,Rarefaction,fifty,Facility 3,Spring,0.144757003,0.506143955,33,12625.67784,18.43258577
1411,23,sample-183,Low,OTU,Rarefaction,fifty,Facility 3,Spring,0.499192998,1.565216758,23,30277.53511,22.89287133
1412,27,sample-191,Low,OTU,Rarefaction,fifty,Facility 3,Fall,0.370999622,0.889618241,11,37115.99415,21.3658041
1413,30,sample-199,Low,OTU,Rarefaction,fifty,Facility 3,Winter,0.570024913,1.312530868,10,29898.79273,18.44499519
1414,31,sample-200,Low,OTU,Rarefaction,fifty,Facility 3,Fall,0.407083382,1.447323112,35.25,32264.93695,24.29955658
1415,31,sample-201,Low,OTU,Rarefaction,fifty,Facility 3,Winter,0.174038329,0.529863597,21,12130.97476,15.27375234
1416,32,sample-202,Low,OTU,Rarefaction,fifty,Facility 3,Fall,0.215681042,0.584075089,15.5,28002.29409,16.46949563
1417,33,sample-206,Low,OTU,Rarefaction,fifty,Facility 3,Winter,0.47616699,1.34908267,17,40070.9419,23.03946383
1418,35,sample-208,Low,OTU,Rarefaction,fifty,Facility 3,Fall,0.28851789,1.091806409,45.5,28241.75223,23.02471615
1419,36,sample-209,Low,OTU,Rarefaction,fifty,Facility 3,Fall,0.464801007,1.514366553,26,16299.06797,23.48622721
1420,36,sample-210,Low,OTU,Rarefaction,fifty,Facility 3,Winter,0.237642082,0.658883757,16,11232.68032,16.78758932
1421,37,sample-211,Low,OTU,Rarefaction,fifty,Facility 3,Fall,0.438433851,1.57113601,36,22947.34965,25.59671579
1422,38,sample-214,Low,OTU,Rarefaction,fifty,Facility 3,Spring,0.298082113,1.023610162,31,7958.303042,21.02250534
1423,39,sample-216,Low,OTU,Rarefaction,fifty,Facility 3,Fall,0.691189891,1.59152354,10,27139.46839,22.0592534
1424,39,sample-217,Low,OTU,Rarefaction,fifty,Facility 3,Spring,0.188056693,0.679057281,37,11597.49324,23.77931913
1425,39,sample-218,Low,OTU,Rarefaction,fifty,Facility 3,Winter,0.089757278,0.254301518,17,14970.04309,14.37914446
1426,18,sample-22,Low,OTU,Rarefaction,fifty,Facility 2,Fall,0.185405229,0.596796409,25.5,37517.55011,15.09937882
1427,41,sample-225,Low,OTU,Rarefaction,fifty,Facility 3,Fall,0.037674103,0.06750293,6,51923.84025,17.70317096
1428,41,sample-226,Low,OTU,Rarefaction,fifty,Facility 3,Spring,0.106003218,0.332372475,23,14448.04448,17.81766156
1429,41,sample-227,Low,OTU,Rarefaction,fifty,Facility 3,Winter,0.115476536,0.400211178,32.5,13686.07093,17.23546881
1430,42,sample-229,Low,OTU,Rarefaction,fifty,Facility 3,Spring,0.096377868,0.211763821,9,15286.67375,12.3680396
1431,44,sample-234,Low,OTU,Rarefaction,fifty,Facility 3,Fall,0.096090444,0.386797832,56,48883.50864,22.95870299
1432,47,sample-242,Low,OTU,Rarefaction,fifty,Facility 3,Fall,0.28496031,0.839048245,19,37883.78687,19.47780729
1433,51,sample-254,Low,OTU,Rarefaction,fifty,Facility 3,Fall,0.316995964,1.044766984,27,22384.77762,21.85663454
1434,51,sample-255,Low,OTU,Rarefaction,fifty,Facility 3,Spring,0.312046044,1.118222907,36,8182.221485,23.93661653
1435,6,sample-260,Low,OTU,Rarefaction,fifty,Facility 3,Fall,0.501914392,1.635285542,26.5,30315.39631,24.70574217
1436,6,sample-262,Low,OTU,Rarefaction,fifty,Facility 3,Winter,0.382961746,1.440395763,43,10997.33344,25.35884071
1437,E20,sample-277,Low,OTU,Rarefaction,fifty,Facility 3,Spring,0.300482845,1.041394182,32,6240.630955,19.45495751
1438,E21,sample-278,Low,OTU,Rarefaction,fifty,Facility 3,Spring,0.346086387,1.15323062,28,8603.350505,24.66877188
1439,E23,sample-279,Low,OTU,Rarefaction,fifty,Facility 3,Spring,0.184233501,0.692939065,43,11444.0061,23.2148267
1440,2,sample-28,Low,OTU,Rarefaction,fifty,Facility 2,Fall,0.404032315,1.458927522,37,32569.60159,23.96799611
1441,2,sample-29,Low,OTU,Rarefaction,fifty,Facility 2,Spring,0.218339103,0.664738298,21,11014.5124,20.62889472
1442,12,sample-293,Low,OTU,Rarefaction,fifty,Facility 1,Winter,0.485836902,1.900605139,50,9441.340467,30.27825533
1443,13,sample-296,Low,OTU,Rarefaction,fifty,Facility 1,Winter,0.598130508,2.302890741,47,27409.96315,31.56688103
1444,14,sample-298,Low,OTU,Rarefaction,fifty,Facility 1,Spring,0.135982464,0.348788134,13,56768.77226,17.31520326
1445,2,sample-30,Low,OTU,Rarefaction,fifty,Facility 2,Winter,0.693814343,2.67128763,47,24520.41298,34.48487629
1446,15,sample-301,Low,OTU,Rarefaction,fifty,Facility 1,Spring,0.506560447,2.180269139,74,28731.20719,32.86376258
1447,16,sample-302,Low,OTU,Rarefaction,fifty,Facility 1,Fall,0.249430621,1.012798823,58,24792.75201,25.42330663
1448,18,sample-307,Low,OTU,Rarefaction,fifty,Facility 1,Fall,0.375112502,1.192127725,24,40162.91738,27.07801004
1449,20,sample-31,Low,OTU,Rarefaction,fifty,Facility 2,Fall,0.359201848,1.412319031,51,19762.89302,28.6724997
1450,19,sample-310,Low,OTU,Rarefaction,fifty,Facility 1,Fall,0.266123448,0.720675657,15,38050.69268,19.16894589
1451,22,sample-317,Low,OTU,Rarefaction,fifty,Facility 1,Fall,0.503823221,1.641504693,26,13131.65363,25.73697256
1452,24,sample-320,Low,OTU,Rarefaction,fifty,Facility 1,Fall,0.214687815,0.852373296,53.2,32932.68661,20.54266536
1453,24,sample-322,Low,OTU,Rarefaction,fifty,Facility 1,Winter,0.223394596,0.82959193,42,40508.16092,19.4324478
1454,25,sample-323,Low,OTU,Rarefaction,fifty,Facility 1,Fall,0.240069169,0.499209804,8,35578.44341,11.78853935
1455,26,sample-326,Low,OTU,Rarefaction,fifty,Facility 1,Fall,0.280044339,0.793425359,17,27690.6046,17.10132415
1456,26,sample-327,Low,OTU,Rarefaction,fifty,Facility 1,Spring,0.210090207,0.483750579,10,46138.14316,11.90621821
1457,20,sample-33,Low,OTU,Rarefaction,fifty,Facility 2,Winter,0.065323527,0.156638977,11,16002.21919,15.34881596
1458,33,sample-343,Low,OTU,Rarefaction,fifty,Facility 1,Fall,0.664169697,2.361354443,35,23169.23384,30.7507833
1459,33,sample-344,Low,OTU,Rarefaction,fifty,Facility 1,Spring,0.669004064,1.301821798,7,37249.7615,17.25930618
1460,37,sample-352,Low,OTU,Rarefaction,fifty,Facility 1,Fall,0.602544373,2.106800957,33,26038.75347,29.81820775
1461,37,sample-353,Low,OTU,Rarefaction,fifty,Facility 1,Winter,0.257813051,0.66127742,13,53229.6563,19.93877959
1462,38,sample-354,Low,OTU,Rarefaction,fifty,Facility 1,Fall,0.3108603,1.245720798,55,17336.71482,23.90409208
